fecha	cols	rows	boosting	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	force_row_wise	verbosity	max_depth	min_gain_to_split	min_sum_hessian_in_leaf	lambda_l1	lambda_l2	max_bin	num_iterations	bagging_fraction	pos_bagging_fraction	neg_bagging_fraction	is_unbalance	scale_pos_weight	drop_rate	max_drop	skip_drop	extra_trees	seed	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	estimulos	ganancia	iteracion_bayesiana
20240513 060609	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	389	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0203451964873818	0.500085548158413	1642	100	12696	62762014.9925037	73
20240513 061338	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	510	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.30218808341058	0.598290263932006	1246	857	10090	58106251.874063	74
20240513 062721	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1736	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.432137296214271	0.719564229863547	1807	1858	10838	56686479.7601199	75
20240513 063330	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	671	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.389731205376743	0.529325501906244	976	1502	10923	57997356.8215892	76
20240513 063919	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	234	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.367924528389569	0.829625192176374	1953	781	9659	55936583.2083958	77
20240513 064906	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1059	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.383144795252056	0.869979392045204	145	1585	11324	58788899.5502249	78
20240513 070131	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	587	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0226378913344186	0.500107856522771	1599	100	11739	62326388.3058471	79
20240513 071357	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	587	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0226378913344186	0.500107856522771	1599	100	11739	62326388.3058471	80
20240513 073115	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1047	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0211082971451122	0.500024932394895	1533	101	10621	62861257.8710645	81
20240513 074834	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1047	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0211082971451122	0.500024932394895	1533	101	10621	62861257.8710645	82
20240513 080549	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1047	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0211082971451122	0.500024932394895	1533	101	10621	62861317.8410795	83
20240513 082303	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1047	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0211082971451122	0.500024932394895	1533	101	10621	62861257.8710645	84
20240513 084022	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1047	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0211082971451122	0.500024932394895	1533	101	10621	62861257.8710645	85
20240513 085740	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1047	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0211082971451122	0.500024932394895	1533	101	10621	62861257.8710645	86
20240513 091500	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1047	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0211082971451122	0.500024932394895	1533	101	10621	62861317.8410795	87
20240513 092001	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	172	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.490684047524343	0.893171741842507	946	692	11273	55230535.2323838	88
20240513 093722	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1047	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.0211082971451122	0.500024932394895	1533	101	10621	62861257.8710645	89
20240513 094735	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	1040	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.390251050242236	0.75662028064053	1585	461	12171	58200583.2083958	90
20240513 095331	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	486	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.326163841177858	0.573418906207646	749	643	10572	57940371.814093	91
20240513 100428	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	2111	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.425682763788089	0.501039634136074	1026	480	9980	55446806.5967017	92
20240513 100852	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	100	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.107972185433836	0.587961858567797	489	343	11693	60061029.9850075	93
20240513 101812	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	318	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.118461949123723	0.759597238852043	1122	580	11369	59652580.2098951	94
20240513 102846	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	932	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.189378319389552	0.894720363618116	289	649	10983	59005962.5187406	95
20240513 103423	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	363	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.464330360145027	0.591848225403771	805	1921	13493	55501809.5952024	96
20240513 104509	530	757115	gbdt	binary	custom	TRUE	TRUE	FALSE	TRUE	-100	-1	0	0.001	0	0	31	697	1	1	1	FALSE	1	0.1	50	0.5	FALSE	100007	0.154198190438297	0.899979810505828	638	1329	12447	61059419.7901049	97
